Age,Gender,Family_Income,Internet_Access,Study_Hours_per_Day,Attendance_Rate,Assignment_Delay_Days,Travel_Time_Minutes,Part_Time_Job,Scholarship,Stress_Index,GPA,Semester_GPA,CGPA,Semester,Department,Parental_Education,Dropout
23.8,Female,25000.0,No,2.8229630629821227,82.7,1,46.8,Yes,Yes,6.485220867557997,2.38,2.45,2.48,Year 2,Science,Bachelor,1
22.2,Female,33135.0,No,4.110986184545087,91.2,1,34.0,No,No,6.359749854739617,2.29,2.6,2.64,Year 3,Science,Bachelor,0
19.5,Male,25000.0,Yes,3.2781297980962343,90.7,2,20.4,Yes,No,6.089228806506884,2.24,1.87,1.92,Year 3,Science,Bachelor,0
18.9,Male,25000.0,Yes,6.143180977171491,80.6,4,42.9,Yes,Yes,2.197472247830815,4.0,4.0,3.95,Year 2,Arts,Bachelor,0
22.5,Male,119010.0,Yes,4.935980039078703,84.2,2,32.4,Yes,No,6.131076811160675,2.01,1.89,1.89,Year 1,Arts,Master,0
19.5,Male,30794.0,Yes,5.948333177582189,77.8,1,31.7,No,No,10.0,0.0,0.0,0.0,Year 4,Engineering,Bachelor,1
22.5,Male,25926.0,Yes,6.821003897162696,84.5,3,10.0,No,No,1.5275236785917876,4.0,3.93,3.93,Year 1,Business,Bachelor,0
25.3,Female,25000.0,Yes,4.752886440880632,90.6,2,42.4,No,No,7.010394767231453,0.86,1.05,1.06,Year 3,Science,High School,1
21.0,Male,25000.0,Yes,5.748071119607932,82.6,3,5.0,Yes,No,4.411426263204919,3.86,3.81,3.77,Year 4,Science,Master,0
19.7,Male,36762.0,Yes,4.37378984445029,74.1,0,12.7,No,No,5.612227862666157,1.23,1.26,1.22,Year 4,CS,Bachelor,0
23.5,Female,52173.0,Yes,3.305514808974632,89.5,0,26.1,Yes,No,6.749019027064274,2.95,3.1,3.1,Year 1,Engineering,High School,0
24.7,Female,75913.0,Yes,5.840328617394349,76.6,3,45.0,No,Yes,6.463903216401624,1.31,1.45,1.42,Year 4,Arts,High School,0
17.9,Female,35529.0,Yes,5.436946569213645,86.8,2,28.2,Yes,Yes,6.213074741458211,2.77,2.14,2.14,Year 1,Arts,Bachelor,0
23.6,Male,33104.0,No,6.5981039195800335,81.5,3,24.2,No,No,6.891788957850012,1.5,1.47,1.45,Year 4,Business,Bachelor,1
24.5,Male,25000.0,Yes,4.686569887959122,83.4,1,27.8,No,Yes,8.219730834731482,2.14,2.08,2.11,Year 3,Arts,High School,0
17.1,Male,25000.0,No,4.742260025068784,85.1,2,5.0,No,No,7.020216803956152,4.0,4.0,4.0,Year 3,Business,High School,0
19.8,Female,25000.0,Yes,7.632606309698404,68.6,3,14.2,Yes,No,7.5860249070605175,4.0,3.45,3.37,Year 3,CS,High School,0
20.6,Male,29709.0,Yes,4.013331343335834,68.1,4,50.0,Yes,No,5.786815482367278,1.73,1.77,1.81,Year 4,Science,High School,1
21.0,Male,30764.0,Yes,5.299015675012782,69.2,2,50.0,No,No,4.684542823931938,2.7,2.3,2.31,Year 3,Business,Master,0
17.3,Female,25000.0,Yes,6.145800169091443,77.9,2,20.3,No,Yes,4.87354566999015,1.81,1.96,1.85,Year 4,Engineering,High School,0
19.2,Male,35841.0,Yes,7.281272865302627,72.1,0,32.7,Yes,Yes,4.65395074458063,4.0,4.0,4.0,Year 1,CS,Bachelor,0
21.3,Female,27475.0,Yes,4.792507937466616,89.1,2,34.6,No,No,5.738357101221817,2.69,2.58,2.62,Year 2,CS,High School,0
20.5,Female,29361.0,Yes,4.8823978841164,75.5,3,36.5,Yes,No,4.698560380817316,2.17,2.27,2.27,Year 1,Business,Bachelor,0
21.9,Male,44083.0,Yes,3.77990347152815,76.6,1,37.3,Yes,Yes,7.430549081580596,2.99,2.64,2.66,Year 4,Science,Bachelor,1
20.0,Male,25000.0,Yes,7.13579341011496,74.9,0,20.1,Yes,No,6.817377124205656,0.72,1.2,1.24,Year 4,Engineering,Master,0
20.8,Male,25000.0,Yes,4.520907407884875,95.0,1,36.7,No,No,7.137837954937134,1.52,1.91,1.91,Year 1,CS,Bachelor,0
25.6,Male,30765.0,Yes,6.8038917395616005,76.9,0,31.2,No,Yes,5.761804750824898,1.12,1.2,1.27,Year 2,Business,Bachelor,1
18.8,Female,25000.0,Yes,8.45262357101512,81.5,2,41.1,No,Yes,6.726197254423159,2.51,2.82,2.8,Year 3,Science,Bachelor,0
21.1,Female,95641.0,Yes,4.321064548802493,73.5,0,25.2,No,No,6.725971914337524,2.44,2.14,2.1,Year 4,Science,Bachelor,0
20.0,Male,39631.0,Yes,4.282374050892281,79.4,1,25.6,No,Yes,7.434399028985506,0.0,0.01,0.02,Year 4,Science,High School,1
21.7,Male,97527.0,Yes,5.154735036939057,84.7,1,31.9,No,Yes,6.543924114156421,1.63,1.11,1.05,Year 4,CS,Bachelor,0
21.2,Male,25000.0,Yes,3.5527807655061645,80.7,1,32.4,Yes,Yes,5.696121616270875,2.89,3.19,3.22,Year 4,Engineering,High School,0
19.5,Male,25000.0,Yes,5.958654350420091,68.2,1,30.9,Yes,No,6.715574555678818,4.0,3.77,3.71,Year 3,CS,High School,0
17.0,Male,25000.0,Yes,4.702670345810727,89.6,3,28.3,No,No,10.0,2.57,2.81,2.81,Year 1,Arts,Bachelor,0
17.8,Male,25000.0,Yes,4.657692538854097,80.3,1,43.3,No,No,7.600693360432434,0.94,0.93,0.93,Year 1,Business,Master,1
20.1,Female,28821.0,Yes,6.7720948174173605,84.4,2,43.2,No,No,5.778121897126883,3.86,4.0,4.0,Year 2,CS,Bachelor,1
22.4,Male,100280.0,Yes,5.451683941374083,84.9,1,38.1,No,Yes,4.769300367310176,3.31,3.47,3.42,Year 2,Engineering,Master,0
20.4,Female,25000.0,Yes,5.288796564184553,79.7,4,37.9,No,Yes,7.107439990024599,1.66,1.5,1.5,Year 1,Business,Bachelor,1
24.0,Female,95913.0,Yes,3.913557864565833,71.9,2,37.6,No,No,9.08855045065156,1.58,1.54,1.54,Year 1,Engineering,Bachelor,0
20.7,Female,25699.0,Yes,4.961127982070506,79.7,3,38.8,Yes,No,6.680596801942061,1.23,0.96,0.95,Year 4,Arts,High School,0
20.0,Male,57779.0,Yes,4.36507703757338,84.7,2,41.6,No,No,5.148673581662075,3.09,3.36,3.41,Year 4,CS,Master,0
20.3,Male,31147.0,Yes,5.737241006015651,79.1,2,31.6,No,No,8.06619979948996,2.66,2.81,2.84,Year 3,Science,High School,0
17.9,Female,86219.0,Yes,2.821938399756144,71.6,2,29.9,No,No,5.577099522355488,2.43,1.93,1.93,Year 1,CS,Bachelor,0
24.3,Male,32981.0,No,5.2311319164744745,82.0,2,24.8,Yes,No,7.581164780107433,0.81,1.09,1.1,Year 2,Engineering,Bachelor,1
20.1,Male,25000.0,Yes,5.6552982179621125,86.1,1,44.7,No,No,2.0716295505407554,2.36,2.2,2.16,Year 2,Science,Bachelor,0
18.8,Female,36214.0,Yes,9.119589741713558,82.2,2,42.5,Yes,No,6.833698742002833,3.29,2.84,2.84,Year 1,Engineering,PhD,0
26.3,Female,25000.0,Yes,4.473221961203947,71.3,2,38.8,No,Yes,5.114634605447342,2.78,3.01,2.93,Year 3,Engineering,Bachelor,0
20.6,Female,99544.0,No,4.555329551374768,89.5,0,47.0,No,Yes,5.46014958707916,1.64,1.32,1.23,Year 4,Arts,Bachelor,0
21.9,Male,44210.0,Yes,6.8981343702077895,79.1,0,24.4,No,No,8.033927134493812,1.47,1.6,1.66,Year 3,Arts,Bachelor,1
22.1,Female,52609.0,No,4.902359183480319,73.9,3,10.7,No,Yes,5.3530949033702,2.22,2.5,2.54,Year 3,Arts,Bachelor,0
23.6,Female,25000.0,Yes,4.893083896138439,98.9,3,40.1,No,No,6.234274641742523,1.43,1.95,1.93,Year 2,Arts,Bachelor,0
21.4,Female,50071.0,Yes,3.2216895393148874,89.0,2,45.6,Yes,Yes,4.063346902662078,4.0,3.93,3.93,Year 2,Engineering,Master,0
25.2,Female,25000.0,Yes,5.091338978513713,94.4,1,17.1,No,Yes,6.606143322052875,1.45,1.92,1.92,Year 1,Engineering,High School,0
19.8,Female,52770.0,Yes,6.363996179735734,84.0,0,27.5,No,Yes,4.842391655735652,3.08,2.54,2.54,Year 1,Science,Bachelor,0
18.6,Female,25000.0,Yes,5.71342245808208,68.2,1,21.2,Yes,No,8.789505302480759,0.39,0.2,0.18,Year 3,Arts,Bachelor,1
22.6,Female,25000.0,Yes,3.78393618479609,61.5,3,21.6,No,Yes,6.104615086525131,1.3,1.64,1.64,Year 1,Science,High School,1
22.1,Male,63506.0,Yes,1.6797012388380526,69.6,2,39.9,Yes,Yes,3.988618038875158,2.79,2.97,2.97,Year 1,Science,Bachelor,0
21.4,Female,51068.0,Yes,3.799673213264642,74.6,2,28.6,No,Yes,8.027436917934617,1.91,1.72,1.66,Year 3,Business,Bachelor,1
23.3,Female,25000.0,Yes,5.403974069258862,86.2,0,38.5,Yes,No,7.718788107169484,2.44,1.9,1.99,Year 4,Engineering,High School,0
22.6,Female,26827.0,Yes,4.9003181589304985,81.9,1,28.5,Yes,No,2.855324601837749,4.0,3.86,3.87,Year 4,CS,Bachelor,0
20.1,Female,25213.0,Yes,5.9186111409873225,84.1,5,22.0,No,Yes,6.734847534462066,2.71,3.02,3.02,Year 1,Business,High School,0
22.6,Male,25000.0,No,1.9795099297849523,85.4,1,17.8,Yes,No,5.280169440775109,0.28,0.33,0.33,Year 3,Science,High School,0
17.0,Female,27051.0,Yes,4.490063547506269,85.3,3,33.1,No,No,2.148292688756727,2.63,2.76,2.84,Year 4,Science,Master,0
24.6,Female,34289.0,Yes,4.432368255681088,72.0,0,28.2,Yes,No,4.1781015230945755,2.65,2.56,2.51,Year 2,Arts,Master,0
21.7,Male,47644.0,Yes,3.102108840745034,78.3,0,30.7,Yes,No,6.541210286956215,0.11,0.0,0.0,Year 1,Business,High School,1
21.4,Female,34653.0,Yes,4.718612961151552,85.6,3,13.6,Yes,Yes,7.297832017766923,1.04,0.85,0.85,Year 1,Engineering,PhD,0
23.1,Female,34323.0,No,4.901662212947902,85.3,1,23.4,Yes,No,7.5044877768106115,3.03,3.38,3.38,Year 1,Engineering,Bachelor,0
20.5,Male,48659.0,Yes,3.3647188203428775,71.7,0,23.0,No,Yes,9.224162203048657,0.87,0.59,0.69,Year 2,Engineering,PhD,0
19.7,Female,25000.0,Yes,4.664193481231494,76.4,1,5.0,No,No,4.424878861336107,2.48,2.65,2.65,Year 1,CS,Master,0
22.7,Female,25000.0,Yes,2.599239796876823,85.4,3,8.5,No,No,5.128485249096122,2.84,3.11,3.07,Year 4,Arts,Bachelor,1
20.7,Female,25000.0,Yes,5.606714076587084,60.8,3,35.4,Yes,Yes,6.305572070989428,0.61,0.68,0.68,Year 2,Business,Bachelor,1
21.5,Female,25000.0,Yes,4.752223495116195,90.6,2,19.0,No,Yes,7.244016958432552,2.06,1.71,1.66,Year 2,Engineering,Bachelor,0
19.5,Male,25000.0,No,5.423904060345217,85.6,1,28.9,No,No,7.215253092236442,0.0,0.0,0.0,Year 1,Engineering,Bachelor,0
19.7,Female,25000.0,No,4.467523632696752,73.3,2,28.0,Yes,No,6.621909799052909,2.64,2.65,2.7,Year 2,Business,Bachelor,0
19.9,Male,27764.0,Yes,4.386485493031152,100.0,2,45.1,Yes,Yes,6.287651507591843,3.46,3.61,3.63,Year 2,Engineering,Bachelor,0
22.0,Female,35994.0,Yes,4.7172672835681935,77.4,0,30.5,No,No,6.910925609106871,0.09,0.0,0.0,Year 4,CS,Bachelor,0
19.5,Female,30250.0,Yes,6.401854245240644,87.8,2,34.6,No,No,7.280554441877904,2.35,2.43,2.38,Year 4,Arts,High School,0
22.2,Female,89168.0,Yes,5.66741812056332,78.5,4,31.9,Yes,No,4.920457640146217,1.34,1.32,1.36,Year 2,Engineering,Bachelor,0
19.5,Female,109447.0,No,4.722222872589293,81.3,1,21.3,No,No,4.567732278628571,3.73,3.83,3.88,Year 3,Arts,Bachelor,0
24.7,Female,25000.0,Yes,3.493599735451974,82.8,1,25.6,No,No,3.677911872121355,1.75,1.54,1.54,Year 4,Business,Bachelor,0
25.2,Female,41659.0,Yes,7.444858676497892,86.4,0,22.3,Yes,No,9.668424316695578,2.45,2.36,2.36,Year 1,Engineering,PhD,0
18.8,Female,33930.0,Yes,5.6377107533925805,67.7,0,41.3,No,No,5.636318968335802,3.29,3.47,3.5,Year 4,CS,High School,0
22.8,Male,25000.0,Yes,4.1764485284293125,67.0,2,32.2,No,No,5.522036395246247,2.07,1.48,1.48,Year 1,Business,High School,0
18.5,Male,30036.0,Yes,5.603227679693275,68.9,2,44.1,Yes,No,7.278739824031318,2.6,2.76,2.76,Year 1,Business,Master,1
18.7,Female,26468.0,Yes,4.469813337692023,81.3,1,34.3,No,No,5.811853015790157,2.2,2.15,2.16,Year 4,Arts,Bachelor,0
20.3,Female,62098.0,Yes,5.626950055823338,87.4,2,37.4,No,No,7.550448466095749,2.8,3.29,3.39,Year 2,Engineering,Bachelor,0
21.7,Female,72955.0,Yes,4.096195751753334,86.4,4,46.1,No,Yes,5.20612073944342,0.9,1.07,1.14,Year 4,Science,High School,1
21.4,Female,25000.0,Yes,5.0621111947690025,93.4,1,33.1,No,No,6.092667275225345,1.94,2.04,2.03,Year 3,CS,Master,0
23.8,Male,44140.0,Yes,5.2541760331668765,68.6,4,31.5,No,No,4.164132393447195,1.29,1.19,1.19,Year 1,Arts,High School,0
17.0,Male,46153.0,Yes,5.180889402291034,91.3,3,30.4,No,Yes,5.560393731909874,1.07,1.07,1.08,Year 3,Business,Bachelor,0
20.2,Female,32319.0,Yes,4.359634194561788,84.3,1,5.0,Yes,No,3.9804358157011803,4.0,3.67,3.7,Year 4,Engineering,Bachelor,0
21.5,Male,25000.0,Yes,4.0510755507968,77.2,1,21.7,Yes,Yes,6.306485531511759,1.48,1.13,1.15,Year 3,Science,Bachelor,0
23.5,Female,25000.0,Yes,4.601787245952425,76.8,2,20.6,No,No,7.360379104596244,0.61,0.45,0.45,Year 1,Science,Bachelor,1
21.4,Male,25000.0,Yes,4.380561886532783,76.8,2,37.3,Yes,Yes,5.48321929024518,3.47,3.19,3.2,Year 2,Business,PhD,0
21.9,Female,25000.0,Yes,2.769883348009655,80.3,4,30.2,Yes,Yes,3.461443032883796,2.1,2.28,2.2,Year 3,Business,Bachelor,0
19.8,Female,69462.0,Yes,3.838022536066287,91.6,2,9.6,No,Yes,8.300858179219738,1.6,1.55,1.55,Year 1,Science,Bachelor,0
19.3,Male,25000.0,Yes,6.193271666158791,78.3,4,37.0,No,No,4.261656440665669,3.18,3.65,3.54,Year 4,Engineering,Master,0
22.2,Female,26223.0,Yes,4.772116455674625,81.2,0,32.3,No,Yes,4.3019048948919965,1.91,2.14,2.14,Year 1,Business,Bachelor,0
22.3,Male,94379.0,Yes,6.061923687466463,89.3,0,27.1,No,No,8.481743485528735,1.13,1.05,1.03,Year 4,CS,Bachelor,1
21.1,Female,25000.0,Yes,4.87691046282433,76.1,3,27.5,No,Yes,8.203149850273622,0.86,1.38,1.43,Year 2,Arts,High School,1
21.4,Female,39265.0,No,6.271978073404379,95.7,0,24.0,Yes,Yes,4.145546420411967,2.15,2.06,2.04,Year 3,Arts,High School,0
19.2,Female,25000.0,Yes,3.133477372648191,66.8,1,17.9,Yes,Yes,6.175285643668662,0.0,0.0,0.01,Year 4,CS,Bachelor,1
20.0,Male,25000.0,Yes,4.202897878313734,89.6,0,5.0,No,No,5.617727627670283,1.38,1.67,1.68,Year 2,CS,Bachelor,0
17.3,Male,25000.0,Yes,5.2749256146771835,98.0,2,31.7,Yes,Yes,5.008681195670759,2.49,2.78,2.8,Year 3,Engineering,High School,0
20.8,Female,25000.0,Yes,6.24555105084684,78.2,3,24.6,No,No,5.994939875163724,1.65,1.86,1.86,Year 1,Business,High School,0
17.0,Female,29655.0,No,6.808987462159296,75.4,3,31.1,No,No,3.9736428900819325,2.72,2.74,2.78,Year 3,Business,Master,0
24.7,Male,38047.0,Yes,6.342730257232462,76.7,3,16.2,Yes,No,7.77221199212353,2.97,2.68,2.72,Year 4,Science,Bachelor,0
24.1,Male,36672.0,Yes,7.14298912639129,97.9,1,28.9,No,No,9.097693058934452,1.65,2.12,2.16,Year 3,Science,PhD,0
20.5,Male,35579.0,Yes,7.138847916155973,92.5,3,34.2,No,No,5.625325552699867,1.01,1.27,1.24,Year 4,Business,Bachelor,1
21.4,Male,25985.0,No,5.478173363994079,84.0,4,20.9,No,No,8.515308650853296,1.44,1.86,1.92,Year 4,Engineering,Bachelor,1
20.5,Male,106626.0,Yes,5.864343527519994,83.5,1,40.5,Yes,Yes,7.923853886544605,2.21,1.83,1.81,Year 2,CS,Master,0
19.2,Male,43456.0,Yes,4.568085974578077,77.5,3,26.7,No,No,4.986321580810969,2.02,2.38,2.38,Year 4,Business,Bachelor,0
18.7,Male,28767.0,Yes,6.124022347241064,67.8,7,12.6,No,No,9.505366174063678,0.62,0.54,0.56,Year 4,Science,Master,1
20.2,Female,25715.0,Yes,4.728714182061687,91.5,1,38.9,Yes,Yes,9.398584790443627,2.69,2.43,2.43,Year 1,Engineering,High School,0
17.0,Female,25000.0,Yes,6.5482896494963265,78.8,1,37.7,No,Yes,3.5729791624579006,2.37,1.89,1.89,Year 1,Engineering,Bachelor,0
19.2,Male,25000.0,Yes,5.751430211653297,72.4,1,39.2,Yes,No,9.458047986830902,0.78,0.99,0.92,Year 2,Business,High School,1
20.3,Male,25000.0,Yes,5.196352007952219,78.7,1,25.6,Yes,Yes,5.534178548222155,1.4,1.73,1.7,Year 2,Business,High School,0
21.1,Male,27315.0,Yes,5.354442631375464,88.3,3,17.4,No,No,5.380850704628994,1.88,2.03,2.01,Year 2,Science,Bachelor,0
21.1,Male,31234.0,Yes,4.189198345158106,80.2,2,26.5,No,Yes,3.930090675273515,2.76,2.9,2.9,Year 1,Science,Bachelor,0
19.5,Male,27864.0,Yes,6.412272465863407,99.4,2,17.1,No,Yes,6.485423749350702,4.0,4.0,3.94,Year 2,CS,Bachelor,0
23.8,Female,25653.0,Yes,6.385026976606526,85.4,1,18.3,No,Yes,6.169405375973464,2.41,2.71,2.74,Year 3,Business,Bachelor,0
22.9,Female,27009.0,Yes,2.621282684423957,69.5,0,39.6,Yes,No,4.730609122684138,0.12,0.07,0.01,Year 4,Engineering,Bachelor,1
22.1,Male,25000.0,Yes,3.0782562043743384,78.2,3,18.5,Yes,Yes,5.007077176352743,2.36,3.06,3.13,Year 3,Science,Bachelor,0
22.9,Female,25000.0,Yes,4.356064765000679,77.7,0,24.2,Yes,No,3.623487186416011,2.41,2.69,2.69,Year 1,Arts,Master,0
18.0,Female,50419.0,Yes,4.632380567471365,80.2,2,47.7,No,No,6.956668445899117,1.85,1.8,1.92,Year 3,CS,Bachelor,0
21.4,Male,71409.0,Yes,4.612289263094036,80.9,3,51.8,Yes,Yes,5.623677164281158,0.79,0.57,0.53,Year 2,CS,Bachelor,1
20.9,Male,46857.0,No,4.592676193584843,94.5,1,31.5,Yes,No,4.799977268487676,1.35,1.22,1.33,Year 2,Engineering,High School,0
22.4,Male,47207.0,Yes,3.3228017757691886,77.6,2,49.6,No,Yes,8.447096712174613,2.92,2.86,2.91,Year 2,Arts,High School,1
21.9,Female,28312.0,Yes,4.192529488728289,81.7,2,16.0,No,No,5.431650206235329,1.3,0.95,0.95,Year 1,Business,High School,0
19.9,Male,25000.0,Yes,2.2897832390820505,70.5,0,12.1,No,No,6.328760951316132,2.0,1.77,1.71,Year 2,Arts,Master,0
18.6,Male,25000.0,Yes,2.758785182679004,82.0,0,23.1,Yes,No,6.3994157692520375,0.46,0.18,0.18,Year 1,Engineering,High School,1
22.4,Male,25000.0,No,4.706044443420091,78.8,1,43.4,Yes,Yes,8.87295003063646,2.6,2.78,2.83,Year 4,Arts,High School,0
19.7,Male,54011.0,Yes,8.907636035939433,90.8,4,22.7,No,No,7.624588119734794,3.85,3.17,3.14,Year 4,Engineering,PhD,0
25.7,Female,25000.0,Yes,5.0435275551441325,76.0,2,36.5,No,No,4.252274758624761,1.87,2.08,2.08,Year 2,Arts,Master,0
17.0,Male,59496.0,Yes,3.022701704833368,88.5,2,16.6,Yes,No,7.280542109885237,2.87,3.08,3.01,Year 3,Science,PhD,0
22.9,Male,35317.0,Yes,3.7929221630471455,73.0,3,22.7,No,No,4.633975875270163,1.9,1.86,1.83,Year 4,Business,Bachelor,1
20.9,Male,46503.0,Yes,5.592898017140499,83.8,3,35.0,No,No,4.417853107393099,3.74,3.57,3.54,Year 3,Arts,High School,0
18.0,Female,98912.0,Yes,3.9953161858018635,88.0,1,25.5,Yes,Yes,7.051874911254683,3.07,2.6,2.53,Year 4,Engineering,Master,0
21.3,Female,25000.0,Yes,5.2037114590603215,89.4,2,19.3,No,Yes,7.813521489620537,0.74,1.0,0.96,Year 3,Business,High School,1
19.8,Female,30744.0,No,5.401439636760388,85.9,1,53.2,No,No,5.775530533666487,3.37,2.96,2.96,Year 1,Engineering,Bachelor,0
20.2,Female,92862.0,Yes,5.471540332344647,77.4,3,27.0,Yes,Yes,8.706833707415358,2.24,2.38,2.33,Year 3,Arts,High School,0
23.1,Female,25528.0,Yes,3.9052763382255247,88.4,2,8.1,Yes,No,2.585179431781533,3.28,3.28,3.26,Year 3,CS,Bachelor,0
24.6,Male,172507.0,Yes,4.418489589612593,91.4,0,13.1,Yes,No,3.8770399536531683,2.95,2.64,2.64,Year 1,Arts,Master,1
17.0,Female,25000.0,No,4.820345637849527,81.9,3,38.3,Yes,No,7.738510946263212,2.17,2.05,2.05,Year 1,Business,Master,1
20.1,Male,62937.0,Yes,5.965731229826254,79.4,0,12.9,Yes,No,3.8514935942090984,4.0,3.77,3.82,Year 2,CS,Bachelor,0
19.4,Male,33746.0,Yes,2.506584912464324,80.7,1,30.2,Yes,Yes,5.555711565036285,1.02,1.39,1.41,Year 2,Business,Bachelor,1
17.0,Female,25000.0,Yes,2.905810265121983,84.5,2,18.0,No,No,5.657465462408075,2.25,2.48,2.48,Year 1,Engineering,Bachelor,1
23.0,Male,58483.0,Yes,5.343395232135916,89.6,2,35.1,No,Yes,6.817040295948068,4.0,3.73,3.75,Year 3,Science,Bachelor,0
21.5,Male,25000.0,Yes,3.957284522259119,78.2,2,13.8,No,Yes,5.17715239998229,2.17,1.98,1.98,Year 4,Engineering,Bachelor,0
18.1,Male,45124.0,Yes,4.38032736266612,78.0,0,10.9,No,Yes,6.0205760279838465,2.68,2.23,2.27,Year 2,Engineering,Master,0
22.8,Female,49668.0,Yes,6.641505836820018,88.5,3,37.4,No,No,7.379278737960821,1.19,1.15,1.16,Year 3,CS,High School,1
17.0,Female,38486.0,Yes,6.531530897447004,83.6,1,37.5,Yes,Yes,6.05665593482868,1.9,1.86,1.88,Year 4,Science,PhD,0
22.0,Male,83288.0,Yes,6.025332812837425,82.0,0,26.2,No,Yes,5.3734948155154365,3.22,3.09,3.11,Year 3,CS,Master,0
23.4,Male,34680.0,Yes,4.859881506769706,68.2,4,36.4,No,Yes,8.342453973821613,0.0,0.0,0.0,Year 3,Engineering,High School,1
20.7,Female,34605.0,Yes,6.810225230044639,86.9,1,19.7,Yes,Yes,10.0,2.63,2.19,2.19,Year 1,Engineering,Master,0
23.5,Female,25000.0,Yes,4.443085489386014,70.9,4,41.3,No,No,7.139901498619974,1.02,0.82,0.78,Year 2,Engineering,High School,1
20.9,Male,25000.0,Yes,5.2730011768861385,72.5,1,23.0,Yes,No,7.471234028143704,2.75,2.8,2.8,Year 1,CS,Master,1
23.4,Male,32356.0,Yes,7.6749204458617974,88.6,4,26.0,No,No,2.517628457286498,4.0,3.89,3.89,Year 1,Arts,Master,0
21.9,Male,69930.0,Yes,2.137858227525809,76.9,1,45.7,No,No,10.0,0.35,0.29,0.29,Year 4,Science,Bachelor,1
19.1,Female,26746.0,Yes,1.7664749949762397,76.0,0,30.3,Yes,No,2.843834533015871,1.07,1.49,1.5,Year 2,CS,Master,0
19.2,Female,25000.0,Yes,3.693044849963438,99.3,2,24.5,No,No,7.097865456633391,2.16,2.07,2.11,Year 3,Arts,Bachelor,0
19.1,Female,25285.0,Yes,4.402626743458494,87.3,2,26.3,No,Yes,8.938728045862014,1.1,1.25,1.25,Year 1,Engineering,Bachelor,1
22.3,Male,25000.0,Yes,6.864344381687197,72.8,3,21.4,Yes,No,5.740209824893561,2.62,2.35,2.38,Year 4,Business,Bachelor,0
17.3,Male,35805.0,Yes,3.1842622848120326,78.7,0,23.6,Yes,No,6.810379109473608,1.71,1.43,1.43,Year 1,Business,Bachelor,1
17.1,Female,41988.0,Yes,6.1056636523749175,81.0,3,30.5,No,No,3.0822051755310387,3.37,3.37,3.37,Year 1,Engineering,Bachelor,0
21.6,Male,25000.0,Yes,5.200198818255644,77.1,0,12.9,No,Yes,7.479328932549374,2.74,3.31,3.18,Year 3,CS,High School,0
24.2,Male,29630.0,Yes,5.4202942927739315,70.5,2,44.4,Yes,Yes,6.169848762847258,2.84,2.98,2.98,Year 1,Engineering,Master,0
22.6,Female,25000.0,No,5.003430388324875,86.6,1,51.8,No,No,5.370904354583835,1.29,0.94,0.94,Year 1,Engineering,Bachelor,0
19.5,Male,25000.0,Yes,5.128755342759202,89.5,0,32.7,No,No,7.033604657039794,1.11,0.65,0.59,Year 2,Engineering,Bachelor,0
19.9,Male,51312.0,No,6.601737210903705,76.5,5,43.5,No,Yes,5.8026864625451084,3.76,3.73,3.73,Year 1,Science,High School,0
21.2,Female,25000.0,No,6.040740629656644,83.6,0,14.0,Yes,No,1.467761234556305,4.0,4.0,3.97,Year 4,Engineering,Master,0
20.1,Female,37604.0,Yes,5.368632214823819,94.6,0,51.6,No,Yes,3.4812128253742785,3.43,3.48,3.55,Year 3,Arts,Bachelor,0
19.7,Female,43561.0,Yes,4.6032865125210725,66.5,1,39.9,Yes,No,5.62569248327028,1.18,1.5,1.5,Year 1,Science,High School,1
23.1,Female,78788.0,Yes,6.693378913638869,81.5,3,37.9,No,No,7.124397490494407,1.92,2.47,2.47,Year 1,Business,High School,0
23.6,Male,36753.0,Yes,2.6846491165081288,81.1,1,50.0,Yes,Yes,9.305714356215228,0.67,0.83,0.8,Year 2,Arts,Master,1
21.2,Male,25000.0,Yes,5.132179424241273,76.1,2,25.1,No,No,6.561694690701442,0.7,1.08,1.27,Year 4,Engineering,High School,0
21.1,Male,32592.0,Yes,5.600911806126987,71.6,0,20.8,No,No,2.6238563984401146,4.0,3.67,3.71,Year 4,Business,Bachelor,0
18.1,Male,41616.0,Yes,6.25306192743164,97.2,2,18.6,No,Yes,8.894365527663593,2.59,3.06,3.15,Year 3,Engineering,Bachelor,0
20.8,Female,44794.0,Yes,6.894660637841729,83.3,2,5.0,Yes,No,7.1672450701202,4.0,4.0,4.0,Year 3,Science,Bachelor,0
19.3,Female,25000.0,Yes,7.482412939534175,88.1,0,15.7,No,No,5.228749090789768,4.0,3.91,3.96,Year 4,Science,Bachelor,0
23.9,Male,79703.0,Yes,5.144414135662586,81.2,4,38.5,No,Yes,5.619757736848367,1.7,1.94,1.9,Year 3,Science,Master,0
19.8,Male,25000.0,Yes,4.910559360152321,84.2,2,38.4,No,No,4.100346603514257,1.43,1.4,1.29,Year 4,Engineering,Bachelor,1
18.8,Female,25251.0,Yes,4.0462938793016505,92.3,3,24.2,No,No,6.100864002560593,1.69,1.52,1.4,Year 4,Arts,High School,0
20.9,Female,46815.0,Yes,4.769411705104341,92.7,1,10.1,Yes,No,6.67893700134887,1.5,1.82,1.86,Year 4,Engineering,Bachelor,0
22.0,Male,25000.0,Yes,5.262085728235629,95.1,0,21.8,Yes,No,4.593522302684933,3.33,3.69,3.69,Year 1,Engineering,Bachelor,0
